Date,Type,Total_Sales,Forecast,Forecast_Lower,Forecast_Upper,Transaction_Count,Total_Quantity
2016-06-06,Actual,6026.312,6026.312,6026.312,6026.312,7.0,67.0
2016-06-07,Actual,51.562,51.562,51.562,51.562,3.0,13.0
2016-06-09,Actual,1688.4720000000002,1688.4720000000002,1688.4720000000002,1688.4720000000002,4.0,11.0
2016-06-10,Actual,1412.3960000000002,1412.3960000000002,1412.3960000000002,1412.3960000000002,2.0,19.0
2016-06-11,Actual,1623.416,1623.416,1623.416,1623.416,4.0,40.0
2016-06-12,Actual,2962.563,2962.563,2962.563,2962.563,8.0,94.0
2016-06-13,Actual,430.4380000000001,430.4380000000001,430.4380000000001,430.4380000000001,3.0,8.0
2016-06-14,Actual,3457.099,3457.099,3457.099,3457.099,6.0,38.0
2016-06-15,Actual,173.488,173.488,173.488,173.488,1.0,7.0
2016-06-16,Actual,147.27499999999998,147.27499999999998,147.27499999999998,147.27499999999998,3.0,9.0
2016-06-17,Actual,3000.92,3000.92,3000.92,3000.92,7.0,60.0
2016-06-18,Actual,541.938,541.938,541.938,541.938,2.0,9.0
2016-06-19,Actual,17.12,17.12,17.12,17.12,1.0,2.0
2016-06-20,Actual,1229.548,1229.548,1229.548,1229.548,6.0,59.0
2016-06-21,Actual,577.108,577.108,577.108,577.108,2.0,14.0
2016-06-23,Actual,2475.094,2475.094,2475.094,2475.094,4.0,48.0
2016-06-24,Actual,5310.952,5310.952,5310.952,5310.952,4.0,23.0
2016-06-25,Actual,893.266,893.266,893.266,893.266,3.0,20.0
2016-06-26,Actual,1919.6,1919.6,1919.6,1919.6,9.0,57.0
2016-06-27,Actual,778.7059999999999,778.7059999999999,778.7059999999999,778.7059999999999,2.0,12.0
2016-06-28,Actual,877.156,877.156,877.156,877.156,3.0,20.0
2016-06-29,Actual,191.88,191.88,191.88,191.88,1.0,6.0
2016-06-30,Actual,1352.9499999999998,1352.9499999999998,1352.9499999999998,1352.9499999999998,2.0,17.0
2016-07-01,Actual,1724.376,1724.376,1724.376,1724.376,4.0,25.0
2016-07-02,Actual,772.786,772.786,772.786,772.786,3.0,16.0
2016-07-03,Actual,847.6999999999999,847.6999999999999,847.6999999999999,847.6999999999999,3.0,16.0
2016-07-04,Actual,1651.301,1651.301,1651.301,1651.301,2.0,27.0
2016-07-07,Actual,3882.231,3882.231,3882.231,3882.231,6.0,59.0
2016-07-08,Actual,2616.512,2616.512,2616.512,2616.512,5.0,41.0
2016-07-09,Actual,573.286,573.286,573.286,573.286,1.0,6.0
2016-07-10,Actual,895.895,895.895,895.895,895.895,4.0,18.0
2016-07-12,Actual,95.76,95.76,95.76,95.76,1.0,6.0
2016-07-14,Actual,2149.96,2149.96,2149.96,2149.96,10.0,79.0
2016-07-15,Actual,380.2,380.2,380.2,380.2,2.0,13.0
2016-07-16,Actual,910.17,910.17,910.17,910.17,4.0,44.0
2016-07-17,Actual,2184.88,2184.88,2184.88,2184.88,5.0,51.0
2016-07-18,Actual,2891.858,2891.858,2891.858,2891.858,6.0,46.0
2016-07-19,Actual,1536.454,1536.454,1536.454,1536.454,2.0,29.0
2016-07-20,Actual,89.95,89.95,89.95,89.95,1.0,5.0
2016-07-21,Actual,991.095,991.095,991.095,991.095,4.0,27.0
2016-07-22,Actual,1368.048,1368.048,1368.048,1368.048,5.0,43.0
2016-07-23,Actual,654.587,654.587,654.587,654.587,4.0,31.0
2016-07-24,Actual,326.964,326.964,326.964,326.964,2.0,7.0
2016-07-25,Actual,5920.488,5920.488,5920.488,5920.488,10.0,90.0
2016-07-28,Actual,2033.374,2033.374,2033.374,2033.374,4.0,36.0
2016-07-29,Actual,819.154,819.154,819.154,819.154,3.0,13.0
2016-07-30,Actual,1770.7759999999998,1770.7759999999998,1770.7759999999998,1770.7759999999998,3.0,11.0
2016-07-31,Actual,2174.1580000000004,2174.1580000000004,2174.1580000000004,2174.1580000000004,2.0,19.0
2016-08-01,Actual,1124.648,1124.648,1124.648,1124.648,3.0,8.0
2016-08-02,Actual,482.584,482.584,482.584,482.584,1.0,7.0
2016-08-03,Actual,248.82,248.82,248.82,248.82,1.0,15.0
2016-08-04,Actual,497.91,497.91,497.91,497.91,3.0,27.0
2016-08-05,Actual,197.05,197.05,197.05,197.05,1.0,7.0
2016-08-06,Actual,320.38800000000003,320.38800000000003,320.38800000000003,320.38800000000003,3.0,15.0
2016-08-07,Actual,179.97,179.97,179.97,179.97,1.0,3.0
2016-08-08,Actual,1115.204,1115.204,1115.204,1115.204,4.0,25.0
2016-08-09,Actual,661.3539999999999,661.3539999999999,661.3539999999999,661.3539999999999,2.0,23.0
2016-08-11,Actual,151.82,151.82,151.82,151.82,1.0,14.0
2016-08-12,Actual,3951.9605,3951.9605,3951.9605,3951.9605,6.0,29.0
2016-08-13,Actual,731.524,731.524,731.524,731.524,5.0,34.0
2016-08-14,Actual,923.688,923.688,923.688,923.688,3.0,21.0
2016-08-15,Actual,1680.2659999999998,1680.2659999999998,1680.2659999999998,1680.2659999999998,5.0,32.0
2016-08-16,Actual,204.54,204.54,204.54,204.54,3.0,10.0
2016-08-17,Actual,15.712,15.712,15.712,15.712,1.0,4.0
2016-08-18,Actual,496.114,496.114,496.114,496.114,4.0,26.0
2016-08-19,Actual,448.792,448.792,448.792,448.792,1.0,13.0
2016-08-20,Actual,14.78,14.78,14.78,14.78,1.0,2.0
2016-08-21,Actual,4798.292,4798.292,4798.292,4798.292,5.0,64.0
2016-08-22,Actual,405.35,405.35,405.35,405.35,6.0,24.0
2016-08-23,Actual,4187.348,4187.348,4187.348,4187.348,4.0,73.0
2016-08-26,Actual,4874.298,4874.298,4874.298,4874.298,12.0,69.0
2016-08-27,Actual,767.9110000000001,767.9110000000001,767.9110000000001,767.9110000000001,4.0,46.0
2016-08-28,Actual,322.0248,322.0248,322.0248,322.0248,3.0,29.0
2016-08-29,Actual,632.188,632.188,632.188,632.188,4.0,37.0
2016-08-30,Actual,1656.87,1656.87,1656.87,1656.87,2.0,34.0
2016-08-31,Actual,23.968,23.968,23.968,23.968,1.0,2.0
2016-09-01,Actual,5766.152,5766.152,5766.152,5766.152,6.0,65.0
2016-09-02,Actual,6792.193,6792.193,6792.193,6792.193,10.0,101.0
2016-09-03,Actual,2365.596,2365.596,2365.596,2365.596,9.0,59.0
2016-09-04,Actual,4532.042,4532.042,4532.042,4532.042,8.0,60.0
2016-09-05,Actual,5226.348,5226.348,5226.348,5226.348,19.0,145.0
2016-09-06,Actual,1313.536,1313.536,1313.536,1313.536,5.0,23.0
2016-09-08,Actual,4493.9836000000005,4493.9836000000005,4493.9836000000005,4493.9836000000005,10.0,67.0
2016-09-09,Actual,84.992,84.992,84.992,84.992,3.0,10.0
2016-09-10,Actual,2094.324,2094.324,2094.324,2094.324,6.0,35.0
2016-09-11,Actual,6501.586,6501.586,6501.586,6501.586,9.0,67.0
2016-09-12,Actual,2043.792,2043.792,2043.792,2043.792,6.0,47.0
2016-09-13,Actual,2374.73,2374.73,2374.73,2374.73,1.0,46.0
2016-09-14,Actual,1137.338,1137.338,1137.338,1137.338,2.0,9.0
2016-09-15,Actual,2101.182,2101.182,2101.182,2101.182,5.0,27.0
2016-09-16,Actual,425.886,425.886,425.886,425.886,3.0,10.0
2016-09-17,Actual,2043.126,2043.126,2043.126,2043.126,9.0,44.0
2016-09-18,Actual,4751.082,4751.082,4751.082,4751.082,8.0,46.0
2016-09-19,Actual,3839.312,3839.312,3839.312,3839.312,9.0,59.0
2016-09-20,Actual,1232.004,1232.004,1232.004,1232.004,5.0,34.0
2016-09-22,Actual,615.57,615.57,615.57,615.57,11.0,64.0
2016-09-23,Actual,1322.145,1322.145,1322.145,1322.145,7.0,51.0
2016-09-24,Actual,2286.05,2286.05,2286.05,2286.05,8.0,47.0
2016-09-25,Actual,3443.091,3443.091,3443.091,3443.091,8.0,73.0
2016-09-26,Actual,2698.1665,2698.1665,2698.1665,2698.1665,10.0,58.0
2016-09-27,Actual,1992.9858,1992.9858,1992.9858,1992.9858,4.0,18.0
2016-09-28,Actual,99.136,99.136,99.136,99.136,1.0,4.0
2016-09-29,Actual,1307.792,1307.792,1307.792,1307.792,8.0,40.0
2016-09-30,Actual,525.884,525.884,525.884,525.884,2.0,7.0
2016-10-01,Actual,781.414,781.414,781.414,781.414,5.0,28.0
2016-10-02,Actual,18452.972,18452.972,18452.972,18452.972,3.0,27.0
2016-10-03,Actual,1680.696,1680.696,1680.696,1680.696,4.0,23.0
2016-10-04,Actual,5912.782,5912.782,5912.782,5912.782,4.0,28.0
2016-10-06,Actual,830.4000000000001,830.4000000000001,830.4000000000001,830.4000000000001,2.0,24.0
2016-10-07,Actual,973.712,973.712,973.712,973.712,5.0,21.0
2016-10-08,Actual,561.5360000000001,561.5360000000001,561.5360000000001,561.5360000000001,4.0,21.0
2016-10-09,Actual,546.92,546.92,546.92,546.92,3.0,15.0
2016-10-10,Actual,282.75300000000004,282.75300000000004,282.75300000000004,282.75300000000004,3.0,16.0
2016-10-11,Actual,33.064,33.064,33.064,33.064,1.0,5.0
2016-10-13,Actual,1650.618,1650.618,1650.618,1650.618,4.0,77.0
2016-10-14,Actual,3335.888,3335.888,3335.888,3335.888,4.0,29.0
2016-10-15,Actual,1620.15,1620.15,1620.15,1620.15,3.0,63.0
2016-10-16,Actual,142.182,142.182,142.182,142.182,1.0,1.0
2016-10-17,Actual,2953.346,2953.346,2953.346,2953.346,4.0,19.0
2016-10-18,Actual,307.92,307.92,307.92,307.92,1.0,5.0
2016-10-20,Actual,946.174,946.174,946.174,946.174,6.0,42.0
2016-10-21,Actual,7951.592,7951.592,7951.592,7951.592,12.0,91.0
2016-10-22,Actual,188.28,188.28,188.28,188.28,3.0,16.0
2016-10-23,Actual,467.422,467.422,467.422,467.422,3.0,25.0
2016-10-24,Actual,1365.498,1365.498,1365.498,1365.498,5.0,18.0
2016-10-25,Actual,783.96,783.96,783.96,783.96,1.0,5.0
2016-10-27,Actual,978.79,978.79,978.79,978.79,5.0,40.0
2016-10-28,Actual,2899.021,2899.021,2899.021,2899.021,8.0,70.0
2016-10-29,Actual,131.154,131.154,131.154,131.154,3.0,12.0
2016-10-30,Actual,159.002,159.002,159.002,159.002,3.0,12.0
2016-10-31,Actual,3750.499,3750.499,3750.499,3750.499,5.0,34.0
2016-11-01,Actual,453.374,453.374,453.374,453.374,3.0,17.0
2016-11-03,Actual,3802.796,3802.796,3802.796,3802.796,8.0,97.0
2016-11-04,Actual,3888.818,3888.818,3888.818,3888.818,10.0,78.0
2016-11-05,Actual,4266.8988,4266.8988,4266.8988,4266.8988,9.0,71.0
2016-11-06,Actual,773.2560000000001,773.2560000000001,773.2560000000001,773.2560000000001,3.0,16.0
2016-11-07,Actual,3810.464,3810.464,3810.464,3810.464,11.0,57.0
2016-11-08,Actual,993.9,993.9,993.9,993.9,1.0,5.0
2016-11-09,Actual,479.97,479.97,479.97,479.97,1.0,3.0
2016-11-10,Actual,4723.478,4723.478,4723.478,4723.478,14.0,144.0
2016-11-11,Actual,4944.296,4944.296,4944.296,4944.296,9.0,66.0
2016-11-12,Actual,4914.938,4914.938,4914.938,4914.938,5.0,73.0
2016-11-13,Actual,2945.138,2945.138,2945.138,2945.138,9.0,47.0
2016-11-14,Actual,2774.0620000000004,2774.0620000000004,2774.0620000000004,2774.0620000000004,9.0,42.0
2016-11-15,Actual,2145.718,2145.718,2145.718,2145.718,4.0,17.0
2016-11-16,Actual,36.72,36.72,36.72,36.72,2.0,10.0
2016-11-17,Actual,142.684,142.684,142.684,142.684,3.0,15.0
2016-11-18,Actual,3958.932,3958.932,3958.932,3958.932,8.0,40.0
2016-11-19,Actual,638.462,638.462,638.462,638.462,7.0,69.0
2016-11-20,Actual,3070.333,3070.333,3070.333,3070.333,10.0,87.0
2016-11-21,Actual,1176.891,1176.891,1176.891,1176.891,7.0,42.0
2016-11-22,Actual,317.044,317.044,317.044,317.044,4.0,44.0
2016-11-23,Actual,100.616,100.616,100.616,100.616,1.0,14.0
2016-11-24,Actual,6394.5380000000005,6394.5380000000005,6394.5380000000005,6394.5380000000005,13.0,94.0
2016-11-25,Actual,7978.551,7978.551,7978.551,7978.551,7.0,53.0
2016-11-26,Actual,8329.743,8329.743,8329.743,8329.743,9.0,77.0
2016-11-27,Actual,1651.239,1651.239,1651.239,1651.239,8.0,57.0
2016-11-28,Actual,3428.372,3428.372,3428.372,3428.372,4.0,48.0
2016-11-29,Actual,300.592,300.592,300.592,300.592,2.0,6.0
2016-11-30,Actual,970.142,970.142,970.142,970.142,2.0,17.0
2016-12-01,Actual,7365.455,7365.455,7365.455,7365.455,12.0,89.0
2016-12-02,Actual,4684.616,4684.616,4684.616,4684.616,7.0,78.0
2016-12-03,Actual,5269.816,5269.816,5269.816,5269.816,6.0,60.0
2016-12-04,Actual,944.286,944.286,944.286,944.286,4.0,24.0
2016-12-05,Actual,5267.004,5267.004,5267.004,5267.004,10.0,70.0
2016-12-06,Actual,3878.276,3878.276,3878.276,3878.276,4.0,93.0
2016-12-08,Actual,4709.095,4709.095,4709.095,4709.095,8.0,65.0
2016-12-09,Actual,1855.483,1855.483,1855.483,1855.483,9.0,58.0
2016-12-10,Actual,3459.71,3459.71,3459.71,3459.71,8.0,64.0
2016-12-11,Actual,6102.25,6102.25,6102.25,6102.25,9.0,112.0
2016-12-12,Actual,1981.115,1981.115,1981.115,1981.115,5.0,61.0
2016-12-13,Actual,1194.088,1194.088,1194.088,1194.088,3.0,13.0
2016-12-14,Actual,828.654,828.654,828.654,828.654,3.0,35.0
2016-12-15,Actual,2637.087,2637.087,2637.087,2637.087,5.0,19.0
2016-12-16,Actual,628.5419999999999,628.5419999999999,628.5419999999999,628.5419999999999,5.0,20.0
2016-12-17,Actual,12185.134,12185.134,12185.134,12185.134,5.0,38.0
2016-12-18,Actual,7051.35,7051.35,7051.35,7051.35,9.0,86.0
2016-12-19,Actual,815.1120000000001,815.1120000000001,815.1120000000001,815.1120000000001,4.0,29.0
2016-12-20,Actual,134.54,134.54,134.54,134.54,3.0,14.0
2016-12-22,Actual,1043.128,1043.128,1043.128,1043.128,4.0,32.0
2016-12-23,Actual,6965.857,6965.857,6965.857,6965.857,8.0,68.0
2016-12-24,Actual,1938.26,1938.26,1938.26,1938.26,5.0,45.0
2016-12-25,Actual,10488.055,10488.055,10488.055,10488.055,8.0,77.0
2016-12-26,Actual,1829.418,1829.418,1829.418,1829.418,7.0,34.0
2016-12-27,Actual,959.49,959.49,959.49,959.49,6.0,30.0
2016-12-29,Actual,1277.68,1277.68,1277.68,1277.68,8.0,48.0
2016-12-30,Actual,773.774,773.774,773.774,773.774,6.0,25.0
2016-12-31,Actual,731.768,731.768,731.768,731.768,5.0,27.0
2017-01-01,Actual,1481.8280000000002,1481.8280000000002,1481.8280000000002,1481.8280000000002,4.0,56.0
2017-01-02,Actual,2079.554,2079.554,2079.554,2079.554,3.0,26.0
2017-01-03,Actual,2070.272,2070.272,2070.272,2070.272,2.0,17.0
2017-01-06,Actual,33.74,33.74,33.74,33.74,1.0,7.0
2017-01-07,Actual,3395.59,3395.59,3395.59,3395.59,3.0,27.0
2017-01-08,Actual,892.98,892.98,892.98,892.98,1.0,2.0
2017-01-09,Actual,274.491,274.491,274.491,274.491,1.0,3.0
2017-01-12,Actual,848.52,848.52,848.52,848.52,3.0,14.0
2017-01-13,Actual,4619.33,4619.33,4619.33,4619.33,1.0,19.0
2017-01-14,Actual,1056.038,1056.038,1056.038,1056.038,5.0,70.0
2017-01-15,Actual,2140.28,2140.28,2140.28,2140.28,4.0,31.0
2017-01-16,Actual,6230.292,6230.292,6230.292,6230.292,2.0,25.0
2017-01-19,Actual,2013.715,2013.715,2013.715,2013.715,3.0,22.0
2017-01-20,Actual,767.838,767.838,767.838,767.838,5.0,21.0
2017-01-21,Actual,2546.643,2546.643,2546.643,2546.643,4.0,58.0
2017-01-22,Actual,4212.372,4212.372,4212.372,4212.372,2.0,21.0
2017-01-23,Actual,450.334,450.334,450.334,450.334,3.0,22.0
2017-01-24,Actual,418.666,418.666,418.666,418.666,2.0,11.0
2017-01-26,Actual,3055.28,3055.28,3055.28,3055.28,4.0,30.0
2017-01-27,Actual,331.914,331.914,331.914,331.914,2.0,12.0
2017-01-28,Actual,1007.52,1007.52,1007.52,1007.52,3.0,20.0
2017-01-29,Actual,294.842,294.842,294.842,294.842,5.0,31.0
2017-01-30,Actual,3749.335,3749.335,3749.335,3749.335,6.0,52.0
2017-02-02,Actual,913.354,913.354,913.354,913.354,3.0,32.0
2017-02-03,Actual,922.327,922.327,922.327,922.327,3.0,19.0
2017-02-04,Actual,32.67,32.67,32.67,32.67,1.0,3.0
2017-02-05,Actual,2263.012,2263.012,2263.012,2263.012,2.0,19.0
2017-02-06,Actual,904.354,904.354,904.354,904.354,4.0,19.0
2017-02-09,Actual,773.7639999999999,773.7639999999999,773.7639999999999,773.7639999999999,3.0,19.0
2017-02-10,Actual,227.103,227.103,227.103,227.103,2.0,6.0
2017-02-11,Actual,1241.516,1241.516,1241.516,1241.516,4.0,18.0
2017-02-13,Actual,1058.43,1058.43,1058.43,1058.43,4.0,25.0
2017-02-16,Actual,1337.442,1337.442,1337.442,1337.442,3.0,21.0
2017-02-17,Actual,2964.8174,2964.8174,2964.8174,2964.8174,5.0,43.0
2017-02-18,Actual,287.326,287.326,287.326,287.326,1.0,8.0
2017-02-19,Actual,1314.59,1314.59,1314.59,1314.59,3.0,16.0
2017-02-20,Actual,1150.29,1150.29,1150.29,1150.29,4.0,33.0
2017-02-21,Actual,47.904,47.904,47.904,47.904,1.0,1.0
2017-02-23,Actual,117.79999999999998,117.79999999999998,117.79999999999998,117.79999999999998,2.0,16.0
2017-02-24,Actual,1448.676,1448.676,1448.676,1448.676,2.0,14.0
2017-02-25,Actual,430.492,430.492,430.492,430.492,2.0,10.0
2017-02-26,Actual,2847.646,2847.646,2847.646,2847.646,3.0,38.0
2017-02-28,Actual,17.62,17.62,17.62,17.62,1.0,3.0
2017-03-02,Actual,1450.126,1450.126,1450.126,1450.126,6.0,45.0
2017-03-03,Actual,2000.104,2000.104,2000.104,2000.104,5.0,34.0
2017-03-04,Actual,228.822,228.822,228.822,228.822,3.0,14.0
2017-03-05,Actual,1240.02,1240.02,1240.02,1240.02,3.0,28.0
2017-03-06,Actual,778.236,778.236,778.236,778.236,5.0,40.0
2017-03-07,Actual,166.59,166.59,166.59,166.59,2.0,12.0
2017-03-08,Actual,843.1,843.1,843.1,843.1,2.0,17.0
2017-03-09,Actual,710.804,710.804,710.804,710.804,2.0,9.0
2017-03-10,Actual,1252.952,1252.952,1252.952,1252.952,5.0,24.0
2017-03-11,Actual,1973.708,1973.708,1973.708,1973.708,3.0,19.0
2017-03-12,Actual,353.28,353.28,353.28,353.28,3.0,19.0
2017-03-13,Actual,4791.35,4791.35,4791.35,4791.35,8.0,71.0
2017-03-14,Actual,49.616,49.616,49.616,49.616,1.0,2.0
2017-03-16,Actual,2014.381,2014.381,2014.381,2014.381,4.0,44.0
2017-03-17,Actual,542.746,542.746,542.746,542.746,4.0,56.0
2017-03-18,Actual,1027.758,1027.758,1027.758,1027.758,6.0,43.0
2017-03-19,Actual,2166.248,2166.248,2166.248,2166.248,5.0,50.0
2017-03-20,Actual,899.568,899.568,899.568,899.568,4.0,21.0
2017-03-21,Actual,3332.636,3332.636,3332.636,3332.636,6.0,45.0
2017-03-23,Actual,14816.068,14816.068,14816.068,14816.068,6.0,33.0
2017-03-24,Actual,1257.298,1257.298,1257.298,1257.298,4.0,17.0
2017-03-25,Actual,3567.026,3567.026,3567.026,3567.026,6.0,46.0
2017-03-26,Actual,3252.88,3252.88,3252.88,3252.88,5.0,39.0
2017-03-27,Actual,2933.516,2933.516,2933.516,2933.516,4.0,38.0
2017-03-28,Actual,1504.702,1504.702,1504.702,1504.702,2.0,35.0
2017-03-29,Actual,81.4,81.4,81.4,81.4,1.0,5.0
2017-03-30,Actual,656.407,656.407,656.407,656.407,5.0,16.0
2017-03-31,Actual,4981.010799999999,4981.010799999999,4981.010799999999,4981.010799999999,8.0,63.0
2017-04-01,Actual,5972.988,5972.988,5972.988,5972.988,6.0,60.0
2017-04-02,Actual,822.97,822.97,822.97,822.97,4.0,16.0
2017-04-03,Actual,32.528,32.528,32.528,32.528,2.0,7.0
2017-04-04,Forecast,1774.335740158579,1774.335740158579,-2062.8803077103116,5663.792369771807,,
2017-04-04,Actual,808.47,808.47,808.47,808.47,4.0,13.0
2017-04-05,Forecast,778.160703971764,778.160703971764,-3008.4279911808726,5081.912283505364,,
2017-04-06,Actual,114.42,114.42,114.42,114.42,2.0,8.0
2017-04-06,Forecast,1765.114996200061,1765.114996200061,-2316.505880526672,5794.20374678389,,
2017-04-07,Actual,1971.2905,1971.2905,1971.2905,1971.2905,2.0,17.0
2017-04-07,Forecast,1982.4331514655935,1982.4331514655935,-2128.406523246338,6256.779239674861,,
2017-04-08,Forecast,1611.1405465466187,1611.1405465466187,-2579.7825844974827,5942.084595105223,,
2017-04-08,Actual,6401.93,6401.93,6401.93,6401.93,4.0,32.0
2017-04-09,Forecast,1849.28526382779,1849.28526382779,-2173.1083646603774,6073.838091403032,,
2017-04-09,Actual,1626.71,1626.71,1626.71,1626.71,4.0,38.0
2017-04-10,Forecast,2055.360912727115,2055.360912727115,-2263.9255320400357,6208.611312941642,,
2017-04-10,Actual,755.529,755.529,755.529,755.529,5.0,29.0
2017-04-11,Forecast,1751.329065145566,1751.329065145566,-2384.6723322676726,5627.4363075050915,,
2017-04-11,Actual,319.806,319.806,319.806,319.806,4.0,28.0
2017-04-12,Actual,69.66,69.66,69.66,69.66,1.0,9.0
2017-04-12,Forecast,782.8496996867475,782.8496996867475,-3310.656580652759,5142.015336008886,,
2017-04-13,Forecast,1792.17864299451,1792.17864299451,-2377.633756317617,5942.777972781454,,
2017-04-13,Actual,1345.8239999999998,1345.8239999999998,1345.8239999999998,1345.8239999999998,3.0,17.0
2017-04-14,Forecast,2026.0887622052287,2026.0887622052287,-2228.315447858326,5695.3904827887045,,
2017-04-14,Actual,652.93,652.93,652.93,652.93,5.0,30.0
2017-04-15,Actual,332.338,332.338,332.338,332.338,6.0,19.0
2017-04-15,Forecast,1665.333456309575,1665.333456309575,-2584.196432164138,5654.534740417974,,
2017-04-16,Actual,944.429,944.429,944.429,944.429,6.0,30.0
2017-04-16,Forecast,1907.8811344234573,1907.8811344234573,-2062.230090070038,5984.544010357406,,
2017-04-17,Forecast,2112.335444362216,2112.335444362216,-1674.7873231224296,5877.922688072902,,
2017-04-17,Actual,3431.4590000000003,3431.4590000000003,3431.4590000000003,3431.4590000000003,4.0,61.0
2017-04-18,Forecast,1800.950076637616,1800.950076637616,-2122.1873413599233,6015.202183574473,,
2017-04-19,Forecast,819.8468373479316,819.8468373479316,-3116.7159796712276,5171.783716268937,,
2017-04-20,Forecast,1811.8963965745454,1811.8963965745454,-2205.5553052738933,5661.405682326616,,
2017-04-20,Actual,2033.24,2033.24,2033.24,2033.24,5.0,44.0
2017-04-21,Actual,1254.564,1254.564,1254.564,1254.564,5.0,30.0
2017-04-21,Forecast,2024.6189909239315,2024.6189909239315,-2244.3063042316167,6147.351488405295,,
2017-04-22,Forecast,1639.624243408181,1639.624243408181,-2165.5246187774296,5794.559315635749,,
2017-04-22,Actual,947.692,947.692,947.692,947.692,3.0,8.0
2017-04-23,Forecast,1855.8194769158315,1855.8194769158315,-2037.4461253037778,5875.369119053783,,
2017-04-23,Actual,1199.222,1199.222,1199.222,1199.222,7.0,56.0
2017-04-24,Forecast,2032.8020261883157,2032.8020261883157,-2233.7453271184095,5976.043226649328,,
2017-04-24,Actual,928.558,928.558,928.558,928.558,6.0,27.0
2017-04-25,Actual,678.113,678.113,678.113,678.113,6.0,36.0
2017-04-25,Forecast,1693.84514777116,1693.84514777116,-2246.4337982417023,5918.2604508350905,,
2017-04-26,Actual,61.608,61.608,61.608,61.608,2.0,12.0
2017-04-26,Forecast,686.087007309301,686.087007309301,-3293.638807880528,4908.395574730787,,
2017-04-27,Actual,576.5756,576.5756,576.5756,576.5756,3.0,24.0
2017-04-27,Forecast,1653.3829273254366,1653.3829273254366,-2399.2870317013358,5681.099823686343,,
2017-04-28,Forecast,1844.1789207595666,1844.1789207595666,-2343.6522217046786,5660.509497408461,,
2017-04-28,Actual,795.296,795.296,795.296,795.296,3.0,8.0
2017-04-29,Forecast,1440.926370954225,1440.926370954225,-2386.7228100528405,5175.403124459957,,
2017-04-29,Actual,1053.26,1053.26,1053.26,1053.26,2.0,6.0
2017-04-30,Forecast,1643.267865049612,1643.267865049612,-2480.207925092999,5501.790538208676,,
2017-04-30,Actual,1390.1260000000002,1390.1260000000002,1390.1260000000002,1390.1260000000002,12.0,68.0
2017-05-01,Actual,4108.37,4108.37,4108.37,4108.37,3.0,21.0
2017-05-01,Forecast,1811.4102341849036,1811.4102341849036,-2350.2404932097716,6149.454938537108,,
2017-05-02,Actual,399.11,399.11,399.11,399.11,3.0,20.0
2017-05-02,Forecast,1469.0948530980627,1469.0948530980627,-2392.812734079357,5709.083338436576,,
2017-05-03,Forecast,463.7750261268545,463.7750261268545,-3428.8928113240822,4361.870283862607,,
2017-05-03,Actual,1386.346,1386.346,1386.346,1386.346,3.0,39.0
2017-05-04,Forecast,1439.4608775722627,1439.4608775722627,-2735.4719523261233,5509.4792498315755,,
2017-05-04,Actual,1389.4050000000002,1389.4050000000002,1389.4050000000002,1389.4050000000002,5.0,28.0
2017-05-05,Actual,185.123,185.123,185.123,185.123,4.0,26.0
2017-05-05,Forecast,1644.5898898049213,1644.5898898049213,-2495.8114743986184,5768.202812749067,,
2017-05-06,Forecast,1261.4429501159132,1261.4429501159132,-3062.9022035699677,4827.975670477434,,
2017-05-06,Actual,3183.3698,3183.3698,3183.3698,3183.3698,8.0,73.0
2017-05-07,Actual,2549.468,2549.468,2549.468,2549.468,3.0,18.0
2017-05-07,Forecast,1489.3357984571119,1489.3357984571119,-2497.1652604964256,5923.020545110504,,
2017-05-08,Actual,3658.554000000001,3658.554000000001,3658.554000000001,3658.554000000001,5.0,23.0
2017-05-08,Forecast,1688.0017045339564,1688.0017045339564,-2527.881130194637,5583.960543213347,,
2017-05-09,Actual,1078.222,1078.222,1078.222,1078.222,2.0,21.0
2017-05-09,Forecast,1380.5751003275855,1380.5751003275855,-2664.4841152940107,5247.080921342471,,
2017-05-10,Forecast,413.7855775785372,413.7855775785372,-3829.6335325035443,4315.288169972362,,
2017-05-11,Actual,449.469,449.469,449.469,449.469,4.0,28.0
2017-05-11,Forecast,1430.8221728788317,1430.8221728788317,-2563.4736594900965,5366.925096989932,,
2017-05-12,Forecast,1679.2255253496023,1679.2255253496023,-2298.1734474876534,5829.602648299144,,
2017-05-12,Actual,970.384,970.384,970.384,970.384,6.0,45.0
2017-05-13,Forecast,1340.3271628251387,1340.3271628251387,-3230.388601229766,5448.098856198676,,
2017-05-13,Actual,3066.378,3066.378,3066.378,3066.378,5.0,37.0
2017-05-14,Forecast,1612.4651738308607,1612.4651738308607,-2364.3971532514606,5590.071774217581,,
2017-05-14,Actual,4182.062,4182.062,4182.062,4182.062,7.0,83.0
2017-05-15,Actual,421.264,421.264,421.264,421.264,3.0,15.0
2017-05-15,Forecast,1854.3914470601403,1854.3914470601403,-2125.6690093030256,5751.994830424792,,
2017-05-16,Forecast,1588.279562974028,1588.279562974028,-2601.894906147467,5800.005325331913,,
2017-05-16,Actual,221.024,221.024,221.024,221.024,1.0,2.0
2017-05-17,Forecast,659.9421282069354,659.9421282069354,-3446.158875349341,4907.3295726666065,,
2017-05-18,Forecast,1711.7168948804929,1711.7168948804929,-2165.9604969652046,6040.871597174916,,
